0,-180,-160,-140,-120,-100,-80,-60,-40,-20,0,20,40,60,80,100,120,140,160,180
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.98,0.974445,0.971976,0.972847,0.97691,0.97691,0.972847,0.971976,0.974445,0.98,0.974445,0.971976,0.972847,0.97691,0.97691,0.972847,0.971976,0.974445,0.98
20,0.93,0.922976,0.92893,0.946005,0.954019,0.954019,0.946005,0.92893,0.922976,0.93,0.922976,0.92893,0.946005,0.954019,0.954019,0.946005,0.92893,0.922976,0.93
30,0.84,0.838618,0.870691,0.913021,0.940911,0.940911,0.913021,0.870691,0.838618,0.84,0.838618,0.870691,0.913021,0.940911,0.940911,0.913021,0.870691,0.838618,0.84
40,0.72,0.729947,0.803687,0.866961,0.900039,0.900039,0.866961,0.803687,0.729947,0.72,0.729947,0.803687,0.866961,0.900039,0.900039,0.866961,0.803687,0.729947,0.72
50,0.55,0.591255,0.707454,0.793509,0.83956,0.83956,0.793509,0.707454,0.591255,0.55,0.591255,0.707454,0.793509,0.83956,0.83956,0.793509,0.707454,0.591255,0.55
60,0.34,0.432178,0.597478,0.664006,0.693511,0.693511,0.664006,0.597478,0.432178,0.34,0.432178,0.597478,0.664006,0.693511,0.693511,0.664006,0.597478,0.432178,0.34
70,0.13,0.265254,0.425586,0.464496,0.477106,0.477106,0.464496,0.425586,0.265254,0.13,0.265254,0.425586,0.464496,0.477106,0.477106,0.464496,0.425586,0.265254,0.13
80,0.01,0.113694,0.20891,0.233255,0.238828,0.238828,0.233255,0.20891,0.113694,0.01,0.113694,0.20891,0.233255,0.238828,0.238828,0.233255,0.20891,0.113694,0.01
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
