0,0,10,20,30,40,50,60,70,80,90
0,1,0.97894,0.95382,0.94864,0.91162,0.86104,0.7036,0.48456,0.23609,0
10,0.97791,0.95732,0.93275,0.92768,0.89148,0.84202,0.68806,0.47386,0.23087,0
20,0.92189,0.90247,0.87932,0.87454,0.84041,0.79378,0.64864,0.44671,0.21765,0
30,0.83049,0.813,0.79214,0.78784,0.75709,0.71509,0.58433,0.40242,0.19607,0
40,0.70119,0.68642,0.66881,0.66518,0.63922,0.60375,0.49336,0.33977,0.16554,0
50,0.5336,0.52236,0.50896,0.50619,0.48644,0.45945,0.37544,0.25856,0.12598,0
60,0.32563,0.31877,0.31059,0.30891,0.29685,0.28038,0.22911,0.15779,0.07688,0
70,0.1173,0.11483,0.11188,0.11128,0.10693,0.101,0.08253,0.05684,0.02769,0
80,0.01103,0.0108,0.01052,0.01046,0.01006,0.0095,0.00776,0.00534,0.0026,0
90,0,0,0,0,0,0,0,0,0,0
